ad_id,xyz_campaign_id,fb_campaign_id,age,gender,interest,Impressions,Clicks,Spent,Spent Range,Total_Conversion,Approved_Conversion,CTR,CPC,Conversion_rate,CPA,Enquiry_to_Sale_rate
776663,936,115541,30-34,M,16,15753,1,0.569999993,0-50,1,1,0.006347997206881229,0.569999993,100.0,0.569999993,100.0
776668,936,115542,40-44,M,19,3523,1,1.809999943,0-50,1,1,0.02838489923360772,1.809999943,100.0,1.809999943,100.0
776685,936,115545,40-44,M,16,7745,0,0.0,0-50,1,0,0.0,,,,0.0
776686,936,115545,40-44,M,16,18709,2,3.319999933,0-50,1,0,0.010690042225666791,1.6599999665,0.0,,0.0
776687,936,115545,40-44,M,16,8022,0,0.0,0-50,2,1,0.0,,,0.0,50.0
776696,936,115547,30-34,M,10,7966,1,1.179999948,0-50,1,1,0.012553351744915892,1.179999948,100.0,1.179999948,100.0
776697,936,115547,30-34,M,10,4132,0,0.0,0-50,1,1,0.0,,,0.0,100.0
776698,936,115547,30-34,M,10,12785,3,4.730000019,0-50,2,1,0.023464998044583497,1.576666673,33.333333333333336,4.730000019,50.0
776699,936,115547,30-34,M,10,8213,1,1.379999995,0-50,1,1,0.012175818823815902,1.379999995,100.0,1.379999995,100.0
776722,936,115551,30-34,M,2,545,0,0.0,0-50,1,1,0.0,,,0.0,100.0
776725,936,115552,40-44,M,23,2479,1,1.25999999,0-50,1,0,0.04033884630899556,1.25999999,0.0,,0.0
776780,936,115561,40-44,M,2,3812,2,3.049999952,0-50,1,0,0.05246589716684155,1.524999976,0.0,,0.0
776793,936,115563,45-49,M,21,1609,0,0.0,0-50,1,0,0.0,,,,0.0
776799,936,115564,45-49,M,20,10257,3,3.579999924,0-50,1,1,0.029248318221702253,1.193333308,33.333333333333336,3.579999924,100.0
776817,936,115567,40-44,M,10,12356,4,6.279999971,0-50,1,0,0.03237293622531564,1.56999999275,0.0,,0.0
776825,936,115568,45-49,M,18,7410,1,1.210000038,0-50,1,0,0.01349527665317139,1.210000038,0.0,,0.0
776829,936,115569,45-49,M,16,140098,28,46.63000011,0-50,1,0,0.0199860097931448,1.6653571467857142,0.0,,0.0
776831,936,115569,45-49,M,16,107021,20,34.44000012,0-50,1,0,0.018687921062221433,1.722000006,0.0,,0.0
776840,936,115571,35-39,M,36,2797,1,1.289999962,0-50,1,0,0.03575259206292456,1.289999962,0.0,,0.0
776861,936,115574,45-49,M,7,16461,6,9.21999979,0-50,1,0,0.03644979041370512,1.5366666316666666,0.0,,0.0
776892,936,115580,40-44,M,63,17488,5,7.719999909,0-50,1,0,0.02859103385178408,1.5439999818,0.0,,0.0
776928,936,115586,35-39,M,10,9750,2,1.5,0-50,1,1,0.020512820512820513,0.75,50.0,1.5,100.0
776935,936,115587,45-49,M,36,1136,0,0.0,0-50,1,1,0.0,,,0.0,100.0
777105,936,115615,45-49,M,63,4333,1,0.180000007,0-50,1,1,0.023078698361412416,0.180000007,100.0,0.180000007,100.0
777130,936,115619,35-39,M,16,6260,0,0.0,0-50,1,0,0.0,,,,0.0
777131,936,115619,35-39,M,16,6359,0,0.0,0-50,1,0,0.0,,,,0.0
777166,936,115625,30-34,M,63,2383,0,0.0,0-50,1,1,0.0,,,0.0,100.0
777187,936,115629,40-44,M,27,11292,3,5.389999866,0-50,1,1,0.026567481402763018,1.796666622,33.333333333333336,5.389999866,100.0
777198,936,115631,30-34,M,64,12729,4,5.779999852,0-50,1,0,0.031424306701233404,1.444999963,0.0,,0.0
777200,936,115631,30-34,M,64,1898,0,0.0,0-50,1,1,0.0,,,0.0,100.0
777201,936,115631,30-34,M,64,1882,0,0.0,0-50,1,1,0.0,,,0.0,100.0
777235,936,115637,30-34,M,65,2883,1,0.99000001,0-50,1,1,0.0346860908775581,0.99000001,100.0,0.99000001,100.0
777248,936,115639,30-34,F,7,3989,1,1.279999971,0-50,1,0,0.025068939583855605,1.279999971,0.0,,0.0
777261,936,115641,40-44,M,29,19603,4,5.279999971,0-50,1,1,0.020405040044891087,1.31999999275,25.0,5.279999971,100.0
777382,936,115675,40-44,M,24,3047,1,1.379999995,0-50,1,0,0.032819166393173616,1.379999995,0.0,,0.0
777398,936,115677,35-39,M,24,3029,1,1.049999952,0-50,1,1,0.03301419610432486,1.049999952,100.0,1.049999952,100.0
777410,936,115679,45-49,M,26,3490,1,1.340000033,0-50,1,1,0.02865329512893983,1.340000033,100.0,1.340000033,100.0
777482,936,115691,45-49,M,28,2479,0,0.0,0-50,1,0,0.0,,,,0.0
777495,936,115693,40-44,M,19,19581,7,10.42999983,0-50,2,0,0.0357489402992697,1.4899999757142857,0.0,,0.0
777519,936,115697,45-49,M,29,19537,5,6.099999905,0-50,1,0,0.025592465578133796,1.219999981,0.0,,0.0
777625,936,115715,45-49,M,16,59433,12,19.65999949,0-50,3,0,0.020190803089192872,1.6383332908333335,0.0,,0.0
777627,936,115715,45-49,M,16,157534,33,56.19000077,50-150,2,0,0.020947858874909544,1.702727296060606,0.0,,0.0
777638,936,115717,40-44,M,7,1781,0,0.0,0-50,1,1,0.0,,,0.0,100.0
777670,936,115723,40-44,M,16,23769,4,6.029999852,0-50,1,0,0.016828642349278472,1.507499963,0.0,,0.0
777673,936,115723,40-44,M,16,7101,0,0.0,0-50,1,0,0.0,,,,0.0
777742,936,115735,35-39,M,64,4726,1,1.830000043,0-50,1,1,0.021159542953872196,1.830000043,100.0,1.830000043,100.0
777758,936,115737,30-34,M,19,5209,1,0.959999979,0-50,2,0,0.01919754271453254,0.959999979,0.0,,0.0
777794,936,115743,30-34,M,18,13473,3,2.619999945,0-50,3,0,0.0222667557336896,0.873333315,0.0,,0.0
777816,936,115747,40-44,M,2,500,0,0.0,0-50,1,1,0.0,,,0.0,100.0
777871,936,115756,30-34,M,20,4616,1,1.360000014,0-50,1,0,0.021663778162911613,1.360000014,0.0,,0.0
777904,936,115762,30-34,M,31,3279,0,0.0,0-50,1,0,0.0,,,,0.0
777905,936,115762,30-34,M,31,3288,0,0.0,0-50,1,0,0.0,,,,0.0
778037,936,115784,35-39,M,27,14615,4,6.050000191,0-50,1,0,0.027369141293191925,1.51250004775,0.0,,0.0
778048,936,115786,30-34,M,27,56615,12,19.88000035,0-50,2,0,0.021195796167093526,1.6566666958333334,0.0,,0.0
778085,936,115792,30-34,M,26,11735,3,4.529999971,0-50,1,1,0.02556455048998722,1.5099999903333332,33.333333333333336,4.529999971,100.0
778087,936,115792,30-34,M,26,15910,5,6.779999852,0-50,1,0,0.03142677561282212,1.3559999704,0.0,,0.0
778112,936,115796,35-39,M,29,11446,2,3.090000033,0-50,1,1,0.017473353136466887,1.5450000165,50.0,3.090000033,100.0
778113,936,115796,35-39,M,29,4595,0,0.0,0-50,1,0,0.0,,,,0.0
778124,936,115798,30-34,M,29,4871,0,0.0,0-50,1,0,0.0,,,,0.0
778148,936,115802,35-39,M,28,3199,0,0.0,0-50,1,0,0.0,,,,0.0
778156,936,115804,30-34,M,28,9388,2,3.140000105,0-50,1,0,0.021303792074989347,1.5700000525,0.0,,0.0
778161,936,115804,30-34,M,28,17954,6,7.5400002,0-50,2,1,0.03341873677175003,1.2566667,16.666666666666668,7.5400002,50.0
778208,936,115812,40-44,F,29,2755,0,0.0,0-50,1,0,0.0,,,,0.0
778264,936,115822,40-44,F,27,8152,1,0.99000001,0-50,1,0,0.01226692836113837,0.99000001,0.0,,0.0
778266,936,115822,40-44,F,27,74542,19,34.1500001,0-50,1,0,0.02548898607496445,1.7973684263157894,0.0,,0.0
778421,936,115848,40-44,F,20,6699,2,3.090000033,0-50,1,0,0.029855202268995372,1.5450000165,0.0,,0.0
778422,936,115848,40-44,F,20,11911,4,3.959999919,0-50,1,0,0.033582402820921835,0.98999997975,0.0,,0.0
778461,936,115854,40-44,M,29,10090,2,2.650000095,0-50,1,1,0.019821605550049554,1.3250000475,50.0,2.650000095,100.0
778471,936,115856,30-34,M,32,1273,0,0.0,0-50,1,1,0.0,,,0.0,100.0
778483,936,115858,40-44,F,18,24188,5,8.179999828,0-50,1,0,0.020671407309409626,1.6359999656,0.0,,0.0
778529,936,115866,30-34,M,31,2214,0,0.0,0-50,1,0,0.0,,,,0.0
778556,936,115870,40-44,M,32,9735,4,4.130000114,0-50,1,1,0.04108885464817668,1.0325000285,25.0,4.130000114,100.0
778590,936,115876,30-34,M,30,1371,0,0.0,0-50,1,1,0.0,,,0.0,100.0
778600,936,115878,40-44,F,22,10750,4,5.389999866,0-50,1,0,0.037209302325581395,1.3474999665,0.0,,0.0
778626,936,115882,30-34,M,29,7629,1,0.720000029,0-50,1,1,0.013107877834578582,0.720000029,100.0,0.720000029,100.0
778628,936,115882,30-34,M,29,4608,0,0.0,0-50,1,0,0.0,,,,0.0
778674,936,115890,35-39,M,29,3732,0,0.0,0-50,1,0,0.0,,,,0.0
778689,936,115892,30-34,M,28,7453,1,1.679999948,0-50,1,1,0.013417415805715819,1.679999948,100.0,1.679999948,100.0
778722,936,115898,35-39,F,64,41785,14,19.10000038,0-50,1,0,0.033504846236687806,1.3642857414285714,0.0,,0.0
778737,936,115900,35-39,M,27,8077,2,3.579999924,0-50,1,1,0.02476166893648632,1.789999962,50.0,3.579999924,100.0
778756,936,115904,35-39,F,63,5602,1,1.580000043,0-50,1,0,0.01785076758300607,1.580000043,0.0,,0.0
778804,936,115912,30-34,M,26,6184,2,2.75,0-50,1,1,0.03234152652005175,1.375,50.0,2.75,100.0
778808,936,115912,30-34,M,26,1738,0,0.0,0-50,1,0,0.0,,,,0.0
778964,936,115938,35-39,F,27,112460,25,41.29000068,0-50,1,0,0.022230126267117196,1.6516000272,0.0,,0.0
779057,936,115954,40-44,M,15,4414,0,0.0,0-50,1,0,0.0,,,,0.0
779106,936,115962,35-39,F,30,14670,7,9.410000324,0-50,1,0,0.047716428084526245,1.3442857605714287,0.0,,0.0
779438,936,116031,30-34,F,64,33144,9,13.40999985,0-50,1,0,0.02715423606082549,1.4899999833333333,0.0,,0.0
779453,936,116033,45-49,M,64,4397,1,0.949999988,0-50,1,0,0.02274277916761428,0.949999988,0.0,,0.0
779488,936,116039,45-49,M,65,1006,0,0.0,0-50,1,0,0.0,,,,0.0
779573,936,116053,35-39,F,10,89527,24,32.28999996,0-50,1,0,0.026807555262658194,1.3454166650000001,0.0,,0.0
779608,936,116059,35-39,F,15,2459,0,0.0,0-50,1,0,0.0,,,,0.0
779609,936,116059,35-39,F,15,7116,2,1.730000019,0-50,1,1,0.028105677346824058,0.8650000095,50.0,1.730000019,100.0
779622,936,116061,30-34,F,15,8613,1,0.889999986,0-50,2,0,0.011610356437942644,0.889999986,0.0,,0.0
779631,936,116063,35-39,F,16,9730,1,1.379999995,0-50,1,0,0.010277492291880781,1.379999995,0.0,,0.0
779644,936,116065,30-34,F,16,51816,8,10.2299999,0-50,2,1,0.015439246564767639,1.2787499875,12.5,10.2299999,50.0
779645,936,116065,30-34,F,16,27289,3,4.429999828,0-50,1,0,0.010993440580453663,1.4766666093333332,0.0,,0.0
779715,936,116077,30-34,F,29,20409,4,3.829999924,0-50,1,0,0.019599196432946248,0.957499981,0.0,,0.0
779716,936,116077,30-34,F,29,8044,1,1.110000014,0-50,1,0,0.012431626056688214,1.110000014,0.0,,0.0
779738,936,116081,30-34,F,28,15645,4,5.349999905,0-50,1,0,0.02556727388942154,1.33749997625,0.0,,0.0
779778,936,116087,30-34,F,31,2466,0,0.0,0-50,2,2,0.0,,,0.0,100.0
779789,936,116089,45-49,M,10,11611,3,3.950000048,0-50,1,1,0.025837567823615536,1.3166666826666666,33.333333333333336,3.950000048,100.0
779824,936,116095,45-49,M,7,9375,3,4.019999981,0-50,1,0,0.032,1.3399999936666667,0.0,,0.0
779871,936,116103,30-34,F,32,4402,1,1.330000043,0-50,1,1,0.02271694684234439,1.330000043,100.0,1.330000043,100.0
779918,936,116111,30-34,F,18,8469,2,3.089999914,0-50,1,0,0.02361553902467824,1.544999957,0.0,,0.0
779922,936,116111,30-34,F,18,5823,1,1.419999957,0-50,1,1,0.01717327837884252,1.419999957,100.0,1.419999957,100.0
779944,936,116115,35-39,M,10,2549,0,0.0,0-50,1,0,0.0,,,,0.0
779979,936,116121,35-39,M,16,25817,4,6.019999981,0-50,1,0,0.015493666963628618,1.50499999525,0.0,,0.0
779995,936,116123,30-34,F,20,1961,0,0.0,0-50,1,0,0.0,,,,0.0
780064,936,116135,30-34,F,22,2554,0,0.0,0-50,1,0,0.0,,,,0.0
780104,936,116147,30-34,F,25,4971,1,1.230000019,0-50,1,1,0.020116676725005028,1.230000019,100.0,1.230000019,100.0
780199,936,116163,35-39,F,23,1030,0,0.0,0-50,1,1,0.0,,,0.0,100.0
780318,936,116183,45-49,F,29,162341,56,77.07999969,50-150,3,0,0.034495290776821626,1.376428565892857,0.0,,0.0
780323,936,116183,45-49,F,29,24542,7,9.329999924,0-50,1,0,0.02852253280091272,1.3328571319999998,0.0,,0.0
780486,936,116216,30-34,F,65,2879,0,0.0,0-50,1,1,0.0,,,0.0,100.0
780498,936,116218,30-34,F,64,13621,3,4.090000033,0-50,1,0,0.02202481462447691,1.3633333443333333,0.0,,0.0
780511,936,116220,30-34,F,63,6175,1,1.370000005,0-50,2,1,0.016194331983805668,1.370000005,100.0,1.370000005,50.0
780629,936,116240,30-34,F,28,2963,0,0.0,0-50,1,0,0.0,,,,0.0
780653,936,116244,30-34,F,29,9076,1,1.379999995,0-50,1,1,0.011018069634200088,1.379999995,100.0,1.379999995,100.0
780655,936,116244,30-34,F,29,20941,4,5.909999967,0-50,1,1,0.019101284561386753,1.47749999175,25.0,5.909999967,100.0
780666,936,116246,45-49,F,10,3462,0,0.0,0-50,1,0,0.0,,,,0.0
780681,936,116248,30-34,F,26,4073,0,0.0,0-50,1,1,0.0,,,0.0,100.0
780700,936,116252,30-34,F,27,3745,0,0.0,0-50,1,0,0.0,,,,0.0
780748,936,116265,30-34,F,24,830,0,0.0,0-50,1,0,0.0,,,,0.0
780759,936,116267,45-49,F,18,2912,0,0.0,0-50,1,0,0.0,,,,0.0
780760,936,116267,45-49,F,18,17167,5,6.910000086,0-50,1,0,0.029125648045669018,1.3820000172,0.0,,0.0
780797,936,116273,30-34,F,22,24491,7,9.539999962,0-50,1,0,0.028581928055203952,1.3628571374285714,0.0,,0.0
780799,936,116273,30-34,F,22,44699,13,17.30000037,0-50,2,0,0.029083424685116,1.3307692592307692,0.0,,0.0
780821,936,116277,30-34,F,23,6469,2,1.309999943,0-50,1,0,0.030916679548616478,0.6549999715,0.0,,0.0
780830,936,116279,45-49,F,16,16053,3,4.079999924,0-50,1,1,0.018688095683049896,1.3599999746666667,33.333333333333336,4.079999924,100.0
780835,936,116279,45-49,F,16,54724,12,17.92999995,0-50,1,1,0.02192822162122652,1.4941666624999999,8.333333333333334,17.92999995,100.0
780867,936,116285,30-34,F,21,4706,1,1.220000029,0-50,1,0,0.021249468763280918,1.220000029,0.0,,0.0
780974,936,116303,40-44,F,32,8316,3,4.569999933,0-50,1,1,0.03607503607503607,1.523333311,33.333333333333336,4.569999933,100.0
781066,936,116323,40-44,F,22,5794,2,2.269999981,0-50,1,0,0.03451846738004832,1.1349999905,0.0,,0.0
781114,936,116331,40-44,F,18,4813,1,1.029999971,0-50,1,0,0.02077706212341575,1.029999971,0.0,,0.0
781159,936,116339,40-44,F,10,85285,26,36.13000035,0-50,1,0,0.03048601747083309,1.3896153980769232,0.0,,0.0
781162,936,116339,40-44,F,10,5839,1,1.370000005,0-50,1,0,0.01712622024319233,1.370000005,0.0,,0.0
781175,936,116341,40-44,F,15,5859,1,1.539999962,0-50,1,0,0.017067759003242873,1.539999962,0.0,,0.0
781187,936,116343,40-44,F,16,164118,41,59.06999993,50-150,1,0,0.02498202512826137,1.4407317056097562,0.0,,0.0
781195,936,116345,35-39,F,63,18234,6,7.810000062,0-50,1,0,0.03290556103981573,1.301666677,0.0,,0.0
781207,936,116347,35-39,F,64,2755,0,0.0,0-50,1,0,0.0,,,,0.0
781303,936,116363,35-39,F,27,73676,20,28.5,0-50,1,0,0.027145881969705195,1.425,0.0,,0.0
781305,936,116363,35-39,F,27,18421,7,10.07999992,0-50,1,0,0.03800010857173878,1.4399999885714287,0.0,,0.0
781327,936,116367,35-39,F,29,164754,49,67.97999978,50-150,2,1,0.02974131128834505,1.3873469342857143,2.0408163265306123,67.97999978,50.0
781353,936,116371,35-39,F,10,7449,1,1.639999986,0-50,1,1,0.013424620754463686,1.639999986,100.0,1.639999986,100.0
781354,936,116371,35-39,F,10,6424,1,0.529999971,0-50,1,0,0.015566625155666251,0.529999971,0.0,,0.0
781438,936,116385,30-34,M,63,2086,0,0.0,0-50,1,0,0.0,,,,0.0
781470,936,116391,35-39,M,16,6016,0,0.0,0-50,1,0,0.0,,,,0.0
781499,936,116395,35-39,M,15,6412,1,1.370000005,0-50,1,0,0.015595757953836557,1.370000005,0.0,,0.0
781508,936,116397,30-34,F,63,5040,1,1.440000057,0-50,1,0,0.01984126984126984,1.440000057,0.0,,0.0
781556,936,116405,30-34,F,32,1772,0,0.0,0-50,1,0,0.0,,,,0.0
781559,936,116405,30-34,F,32,1783,0,0.0,0-50,1,0,0.0,,,,0.0
781606,936,116413,35-39,M,20,8200,3,3.919999957,0-50,1,0,0.036585365853658534,1.3066666523333332,0.0,,0.0
781690,936,116427,45-49,F,26,115896,38,49.44000006,0-50,1,0,0.03278801684268655,1.3010526331578949,0.0,,0.0
781811,936,116447,35-39,F,16,10186,1,1.230000019,0-50,1,1,0.0098173964264677,1.230000019,100.0,1.230000019,100.0
781857,936,116455,30-34,M,20,9134,3,4.180000067,0-50,2,0,0.032844317932997594,1.3933333556666667,0.0,,0.0
781858,936,116455,30-34,M,20,3385,1,1.440000057,0-50,1,1,0.029542097488921712,1.440000057,100.0,1.440000057,100.0
781907,936,116463,45-49,F,21,1314,0,0.0,0-50,1,0,0.0,,,,0.0
781928,936,116467,30-34,M,18,2916,0,0.0,0-50,1,1,0.0,,,0.0,100.0
781929,936,116467,30-34,M,18,6142,1,1.330000043,0-50,1,0,0.0162813415825464,1.330000043,0.0,,0.0
781950,936,116471,30-34,F,20,1984,0,0.0,0-50,1,0,0.0,,,,0.0
781999,936,116479,30-34,M,24,9142,3,3.749999881,0-50,1,0,0.03281557646029315,1.2499999603333334,0.0,,0.0
782001,936,116479,30-34,M,24,5475,2,2.730000019,0-50,1,1,0.0365296803652968,1.3650000095,50.0,2.730000019,100.0
782022,936,116483,30-34,F,18,8254,2,2.320000052,0-50,1,1,0.0242306760358614,1.160000026,50.0,2.320000052,100.0
782026,936,116483,30-34,F,18,5704,1,1.320000052,0-50,1,0,0.01753155680224404,1.320000052,0.0,,0.0
782130,936,116501,30-34,F,16,7301,0,0.0,0-50,1,0,0.0,,,,0.0
782134,936,116501,30-34,F,16,37873,5,6.169999957,0-50,1,1,0.013202017268238588,1.2339999914,20.0,6.169999957,100.0
782135,936,116501,30-34,F,16,25267,4,4.940000057,0-50,2,1,0.01583092571338109,1.23500001425,25.0,4.940000057,50.0
782171,936,116507,30-34,F,30,535,0,0.0,0-50,1,0,0.0,,,,0.0
782180,936,116509,30-34,M,29,3396,0,0.0,0-50,1,0,0.0,,,,0.0
782219,936,116515,30-34,M,26,977,0,0.0,0-50,1,0,0.0,,,,0.0
782228,936,116517,40-44,F,63,12318,5,6.340000153,0-50,1,1,0.040591005033284625,1.2680000306,20.0,6.340000153,100.0
782242,936,116519,30-34,F,28,4783,1,0.860000014,0-50,1,0,0.020907380305247754,0.860000014,0.0,,0.0
782275,936,116525,30-34,F,29,6475,1,1.350000024,0-50,1,0,0.015444015444015444,1.350000024,0.0,,0.0
782337,936,116535,45-49,F,16,104578,29,39.25000095,0-50,1,1,0.027730497810246897,1.3534483086206897,3.4482758620689653,39.25000095,100.0
782407,936,116547,45-49,F,10,33664,11,12.51000035,0-50,1,0,0.03267585551330798,1.137272759090909,0.0,,0.0
782443,936,116553,40-44,F,20,979,0,0.0,0-50,1,0,0.0,,,,0.0
782541,936,116569,40-44,F,28,7337,3,4.079999924,0-50,1,0,0.04088864658579801,1.3599999746666667,0.0,,0.0
782587,936,116577,30-34,M,10,2499,0,0.0,0-50,1,0,0.0,,,,0.0
782647,936,116587,40-44,F,27,11244,3,4.550000191,0-50,1,0,0.026680896478121666,1.5166667303333332,0.0,,0.0
782658,936,116589,30-34,M,15,4827,0,0.0,0-50,1,0,0.0,,,,0.0
782694,936,116595,35-39,F,29,29035,7,8.910000086,0-50,2,2,0.024108834165662132,1.2728571551428571,28.571428571428573,4.455000043,100.0
782706,936,116597,35-39,F,30,761,0,0.0,0-50,1,0,0.0,,,,0.0
782754,936,116605,35-39,F,26,6532,1,1.610000014,0-50,1,0,0.015309246785058175,1.610000014,0.0,,0.0
782815,936,116615,40-44,F,10,11537,3,4.300000191,0-50,1,0,0.026003293750541737,1.433333397,0.0,,0.0
782816,936,116615,40-44,F,10,12183,3,2.869999945,0-50,1,0,0.02462447672986949,0.9566666483333334,0.0,,0.0
782862,936,116623,35-39,F,64,5912,1,1.559999943,0-50,1,1,0.016914749661705007,1.559999943,100.0,1.559999943,100.0
950068,936,123438,30-34,M,10,4012,1,1.570000052,0-50,1,0,0.024925224327018942,1.570000052,0.0,,0.0
950078,936,123440,30-34,M,16,12396,2,3.210000038,0-50,2,1,0.016134236850596968,1.605000019,50.0,3.210000038,50.0
950079,936,123440,30-34,M,16,3142,0,0.0,0-50,2,2,0.0,,,0.0,100.0
950099,936,123443,30-34,M,18,1120,0,0.0,0-50,1,0,0.0,,,,0.0
950109,936,123445,30-34,M,20,343,0,0.0,0-50,1,1,0.0,,,0.0,100.0
950170,936,123455,30-34,M,15,1720,0,0.0,0-50,1,1,0.0,,,0.0,100.0
950179,936,123457,30-34,M,16,3423,0,0.0,0-50,1,1,0.0,,,0.0,100.0
950182,936,123457,30-34,M,16,3242,0,0.0,0-50,1,0,0.0,,,,0.0
950183,936,123457,30-34,M,16,15720,1,1.379999995,0-50,1,0,0.006361323155216285,1.379999995,0.0,,0.0
950200,936,123460,30-34,M,10,1217,0,0.0,0-50,1,1,0.0,,,0.0,100.0
950224,936,123464,40-44,M,20,2367,2,2.839999914,0-50,1,1,0.08449514152936206,1.419999957,50.0,2.839999914,100.0
950326,936,123481,35-39,M,16,6607,1,1.320000052,0-50,2,0,0.015135462388375966,1.320000052,0.0,,0.0
950345,936,123484,30-34,M,64,616,0,0.0,0-50,1,0,0.0,,,,0.0
950452,936,123502,45-49,M,16,5537,1,1.519999981,0-50,1,0,0.018060321473722232,1.519999981,0.0,,0.0
950463,936,123504,45-49,M,15,818,0,0.0,0-50,1,0,0.0,,,,0.0
950495,936,123509,45-49,M,21,1909,1,0.980000019,0-50,1,0,0.05238344683080147,0.980000019,0.0,,0.0
950521,936,123514,30-34,M,21,351,0,0.0,0-50,1,0,0.0,,,,0.0
950531,936,123515,45-49,M,22,572,0,0.0,0-50,1,0,0.0,,,,0.0
950537,936,123516,40-44,M,36,1884,1,1.409999967,0-50,1,0,0.05307855626326964,1.409999967,0.0,,0.0
950550,936,123519,30-34,M,30,219,0,0.0,0-50,1,0,0.0,,,,0.0
950577,936,123523,30-34,M,32,540,0,0.0,0-50,1,1,0.0,,,0.0,100.0
950578,936,123523,30-34,M,32,550,0,0.0,0-50,1,0,0.0,,,,0.0
950595,936,123526,30-34,M,26,465,0,0.0,0-50,1,0,0.0,,,,0.0
950609,936,123528,30-34,M,29,1761,0,0.0,0-50,1,1,0.0,,,0.0,100.0
950629,936,123532,30-34,M,65,152,0,0.0,0-50,1,1,0.0,,,0.0,100.0
950631,936,123532,30-34,M,65,152,0,0.0,0-50,1,1,0.0,,,0.0,100.0
950649,936,123535,30-34,M,64,429,0,0.0,0-50,1,0,0.0,,,,0.0
950745,936,123551,30-34,M,29,1514,0,0.0,0-50,2,2,0.0,,,0.0,100.0
950770,936,123555,30-34,M,28,7780,3,4.329999924,0-50,2,2,0.038560411311053984,1.443333308,66.66666666666667,2.164999962,100.0
950772,936,123556,35-39,M,28,460,0,0.0,0-50,1,0,0.0,,,,0.0
950773,936,123556,35-39,M,28,471,0,0.0,0-50,1,0,0.0,,,,0.0
950776,936,123556,35-39,M,28,2633,1,1.070000052,0-50,1,0,0.0379794910748196,1.070000052,0.0,,0.0
950787,936,123558,30-34,M,27,199,0,0.0,0-50,1,0,0.0,,,,0.0
950808,936,123562,35-39,M,32,398,0,0.0,0-50,1,0,0.0,,,,0.0
950839,936,123567,30-34,M,24,246,0,0.0,0-50,2,2,0.0,,,0.0,100.0
950878,936,123573,40-44,M,10,2967,1,1.5,0-50,1,1,0.03370407819346141,1.5,100.0,1.5,100.0
950969,936,123588,45-49,M,36,255,0,0.0,0-50,1,0,0.0,,,,0.0
951021,936,123597,30-34,F,7,457,0,0.0,0-50,1,1,0.0,,,0.0,100.0
951033,936,123599,30-34,F,10,5517,1,1.230000019,0-50,1,0,0.0181257930034439,1.230000019,0.0,,0.0
951035,936,123599,30-34,F,10,1539,0,0.0,0-50,1,1,0.0,,,0.0,100.0
951043,936,123601,30-34,F,16,3189,0,0.0,0-50,1,0,0.0,,,,0.0
951045,936,123601,30-34,F,16,3348,0,0.0,0-50,1,0,0.0,,,,0.0
951046,936,123601,30-34,F,16,20050,4,4.659999847,0-50,4,1,0.0199501246882793,1.16499996175,25.0,4.659999847,25.0
951102,936,123611,45-49,M,16,2254,0,0.0,0-50,1,0,0.0,,,,0.0
951105,936,123611,45-49,M,16,5894,1,1.539999962,0-50,1,1,0.0169664065151001,1.539999962,100.0,1.539999962,100.0
951133,936,123616,35-39,M,16,9948,2,2.720000029,0-50,2,0,0.02010454362685967,1.3600000145,0.0,,0.0
951202,936,123627,45-49,F,26,5307,3,4.289999962,0-50,2,1,0.05652911249293386,1.4299999873333331,33.333333333333336,4.289999962,50.0
951225,936,123631,35-39,F,22,4621,2,3.25,0-50,1,1,0.04328067517853278,1.625,50.0,3.25,100.0
951270,936,123639,35-39,F,18,784,0,0.0,0-50,1,1,0.0,,,0.0,100.0
951282,936,123641,35-39,F,16,5775,1,1.580000043,0-50,1,1,0.017316017316017316,1.580000043,100.0,1.580000043,100.0
951285,936,123641,35-39,F,16,9297,2,2.619999886,0-50,2,1,0.021512315800795954,1.309999943,50.0,2.619999886,50.0
951294,936,123643,35-39,F,15,699,0,0.0,0-50,1,0,0.0,,,,0.0
951305,936,123644,35-39,F,10,1104,0,0.0,0-50,1,0,0.0,,,,0.0
951334,936,123649,30-34,F,64,3717,1,1.539999962,0-50,1,0,0.026903416733925208,1.539999962,0.0,,0.0
951391,936,123659,30-34,F,28,2879,1,1.590000033,0-50,2,2,0.03473428273706148,1.590000033,200.0,0.7950000165,100.0
951392,936,123659,30-34,F,28,2749,1,1.389999986,0-50,1,0,0.036376864314296105,1.389999986,0.0,,0.0
951400,936,123660,45-49,F,10,24028,9,12.39000034,0-50,2,0,0.03745630098218745,1.3766667044444445,0.0,,0.0
951402,936,123661,30-34,F,29,1118,0,0.0,0-50,1,1,0.0,,,0.0,100.0
951413,936,123662,30-34,F,26,1083,0,0.0,0-50,2,1,0.0,,,0.0,50.0
951420,936,123664,30-34,F,27,843,0,0.0,0-50,1,0,0.0,,,,0.0
951444,936,123668,30-34,F,25,2983,1,0.970000029,0-50,1,0,0.03352329869259135,0.970000029,0.0,,0.0
951448,936,123668,30-34,F,25,696,0,0.0,0-50,1,0,0.0,,,,0.0
951462,936,123671,45-49,F,16,7589,2,3.150000095,0-50,1,1,0.02635393332454869,1.5750000475,50.0,3.150000095,100.0
951464,936,123671,45-49,F,16,20997,10,11.94999981,0-50,1,0,0.0476258513120922,1.194999981,0.0,,0.0
951465,936,123671,45-49,F,16,4617,1,1.360000014,0-50,1,0,0.021659085986571368,1.360000014,0.0,,0.0
